mensagem;sentimento
"Já prevejo as manchetes ""Retrospectiva 'Meu Vídeo é um Show' de Fátima Bernardes ignora a presença de William Bonner"" ";neutro
Já que a Mirian vai estar na equipe vermelha... Bora torcer pra #equipeazul ;negativo
Já que é pra tombar... 💕 ;positivo
Já que não assisti o EP dessa semana como todo mundo no dia certo. vou começar assistir agora ;neutro
Já que ngm fala comigo, depois do  vou visitar Ilana.;neutro
Já quero #DiegoDarksonMc no ;neutro
já quero a tag em primeiro lugar ;positivo
Já quero ler os livros de #DrauzioVarela ;positivo
Já quero Marília Mendonça no ;positivo
já quero memes com a filha da vanessa ;positivo
Já quero,já amei😌❤❤;positivo
Já sou equipe azul 🙌 ;neutro
Já está demais de azaleias, a gente quer @Rua15Saulo cantando ;negativo
Já tô aqui assistindo  Porque amanhã não vou trabalhar mesmo! 😗;neutro
Já tô aqui esperando o @masterchefbr começar! ;positivo
Já tô chorando aqui com qualquer que seja o resultado ;negativo
Já tô dormindo em pé mais nada me faz perder minhas bebês @MaiaraeMaraisa no  #MaiaraeMaraisaNoBial;positivo
Já temos um eliminado? ;neutro
Já tetesto essa Mirian desde a prova q ela foi líder é bom q saia ;negativo
Já teve jogo do arsenal, agora vamos de COpa verde para finalizar com ;neutro
Já teve peixe com climãoNhoque com dedoE hj qual será o prato?;negativo
Já to com meu pacote de macarrão instantâneo na mão para acompanhar o ;neutro
já vai começarr ;neutro
Já vi tanta luta e tanta malhação hoje no  que nem preciso ir amanhã na academia. será que vale?;neutro
Já, já logo após o #JornalRational do #ProgramaDoRatinho 😂😂👍 tem participação especial na #APraçaÉNossa, em seguida  no @SBTonline.;neutro
Já, já logo após o #JornalRational no #ProgramaDoRatinho ☺😂, tem #APraçaÉNossa em seguida tem Carlos Alberto no  no @SBTonline.;neutro
Já..😱. acabouuu... Nãoooooo ;negativo
JÁ QUERO UMA ROUPA IGUAL DA Ana Maria BRAGA 😱😱 ;positivo
Jacqua deve saber q Brasil não é Italia por alguns restaurantes mais q dp outros paises.Brasil tem cozinha.não é só risoto ;negativo
Jacqua deve saber q nem Francia tem o direito de dezir a todo o mundo como é a comida correta por Francia da chefs ;negativo
Jacquin é muito fofo, dá vontade de abraçar ele ;positivo
jah preparei as gordices pra assistir   #fogacanaprevia;positivo
jairo bouer uma antipatia absoluta desde os tempos do erotica mtv ;negativo
Jeisa com esse corpaço @paolaoliveiraLindaaaaaa❤ ;positivo
Jeitinho cafajeste ABSJBHZBZJHSJZS ;neutro
Jequié lá de novo ;neutro
Jesus amadooooo que clipe é esse... @maluma não é de Deus só pode... que homem é esse... ele é perfeito D+ gostoso D+ 😻😻 ;positivo
jesus me ajuda eu quero hamburguer doce Porquep que delíciaaaaa ;positivo
jesus, tirem a nayane. sério ;negativo
João Dória sexy 😂😂😂😂😂😂😂😂  #MestreMandou;positivo
joão vicente é um homão da porra ;positivo
João Vicente vai já dá uma cantada na Fátima. ;neutro
João Vicente, que homem! Postei e sai correndo ;positivo
JOÃO BRAVO *-* q lindinhoooooo ;positivo
Joaquim e Ota na bancada hj, graças! ;positivo
Joca amando sua camisa xadrez!  Manda ela pra mim .... ;positivo
Joca lindo como sempre ❤Mostra o Look hahahahaha ;positivo
Jogar tudo pro alto e viajar com um parceiro por aii 🖒 ;positivo
Jorge Tadeu é de #PedraSobrePedra, @otacosta ! Hahaha... ;neutro
Ju Paes é mais linda, Porque é linda por dentro e está demais aí pras olheiras hahaha ;positivo
Juliana Canarinho kkkkkkkkkkkkkkkkkkk ;neutro
juliana eu não sei se queria ter ou ser ;neutro
Juliana Paes dando uma surra de beleza e simpatia.. ;neutro
justice rains from tucupi. #chefsensei se supera a cada semana ;positivo
KARAI CATRA VIRA MEU PAI MANO!  #CatraNoTheNoite @OficialMrCatra;positivo
Kashmir, a música que mais amo . ❤️ ;positivo
Kd @emillyaraujoof no vídeo show já to aqui no aguardo ;neutro
Kd sentido em tirar o cara q ficou 15min tirando espinho e foi mal e deixar quem pegou sardinha pronta e fez 1 prato bosta? ;negativo
Kkkk me acabando com a Ana Maria😂😂😂😂;positivo
Kkkk me lembro bem dessa polêmica da calça arriada! Kkkk o povo não perdoa mesmo  ;negativo
Kkkkk a risada da atriz, ótima!! ;positivo
kkkkkk @marcoluque ótimo! ;positivo
Kkkkkk a @taisdeverdade Toda sincera, não gosto de abóbora;neutro
KKKKKK a germana é a melhor personagem dessa novela kkkk #NovoMundo #PasmanterEPivaNoMaisVoce ;positivo
Kkkkkk eu ciumento como sou não posso responder Fátima;neutro
Kkkkkkk eles são os melhores... 😂😂👌 ;positivo
"Kkkkkkkk a Ana Paula falando "" It's time"" kkkkkk ";neutro
Kkkkkkkk Danilo vestido com a camisa da CUT... PorqueP ;negativo
Kkkkkkkkk a culpa é da tpm ;neutro
Kkkkkkkkkk eu choro de rir com o @MuriloCoutoAumenta o salário dele Danilo ;positivo
kkkkkkkkkkkkkkkkkk q bosta ;negativo
Kkkkkkkkkkkkkkkkkkkk mano a vergonha alheia desse quadro, nunca faria. Puta merda;negativo
kkkkkkkkkkkkkkkkkl por favor alguém me diz q tb viu esse menino da plateia da Fátima QUERO MEMEEEEE ;negativo
Lá vai chorar pra se fazer de coitadinha  ;negativo
Lá vem o Dr. @drauziovarella arrebentar no ;positivo
lá vem o leonardo............... ;negativo
Láaa vou eu assistir   😌;neutro
Lágrimas rolando ... está demaiscionante;positivo
Léo e Miriam no mesmo time, já torcendo pra terem ZERO votos! ;negativo
Léo Lins bêbado é uma das coisas mais engraçadas que já vi ;positivo
Léo Lins de vera verão 😂😂 ;neutro
Léo Lins e Vera Verão shahsahsh ;neutro
léo na equipe vermelha? é hoje que torço pra azul  ;negativo
LÉO E MIRIM SÃO NAJAS MESSSSMO ;neutro
Laís muito bonita genteeeeee ;positivo
Lais é tão bonita né??? ;positivo
Lamentável o ocorrido com o Victor 💔 ;negativo
Lauro Jardim no Conversa com Bial: Eu quero dar o furo!#MaturidadeZero ;neutro
LAVANDO UM DATE PRA CASA HAHAHAHHAHA EU AMO ;positivo
Lazaro falou Bale fitness e Ana Maria Braga escutou palafitas ;neutro
Legal esse final cm tdo mundo da praça e o danilo dançando cm o pessoal do trajavigor vestido dos personagenss da praça tocando ;positivo
Legal esse papo sobre a política nas novelas ;positivo
Legal o app falado no  pena que tem que ter cel atual pra baixar 💔;neutro
Legal que os caras ficam lá lutando rsrs  #EquipeAzul;positivo
Lembrando agora do  e feliz do Vitor ter tido nova chance e continuado;positivo
Lembrando que o Mr° Catra é judeu e Sociólogo!  ;neutro
Lembre-se: O time vermelho é: @MChefDouglas @MChefVictorV @MChefDeborah @MChefFabrizio @MChefVitorB @MChefNayane só os top!! ;neutro
Lembro do dia em que o filho da @ivetesangalo a surpreendeu com seu recadinho no #Domingão! Foi muito fofo! ;positivo
Lembro que fiquei chocado qndo a Hebe morreu ;negativo
Lembro que no  do ano passado sofri com as saídas da Raquel e do Aluizio. Esse ano vão ser tantas. :(;negativo
Leo cala a boca por favor obrigada ;negativo
Leo cozinha muito. Dá gosto de ver ;positivo
Leo quem se importa com vc? O BRASIL N TEM AFINIDADE COM VC ;negativo
Leo verdadeiro  ;neutro
LeoNaja nao vai chamar a Mirian ?! Nooooossa ;negativo
Leonardo é bem cuzão viu ;negativo
leonardo cada dia mais invejoso  ;negativo
Leonardo chato pra caramba! Se acha o chef, nem sei o que foi fazer nesse programa. ;negativo
Leonardo e Mirian duas cobras ;negativo
Leonardo pergunta a Mirian mas ela não é a capitã ;neutro
Leonardo quer sempre fazer o mais difícil. Se não sabe fazer purê de abóbora, a probabilidade de errar é muito maior ;negativo
Leonardo se acha o maior chefe renomado né tadinho  ;negativo
Leonardo, A humilde. SQuantoIVE UMA IDEIA SENSACIONAL. ;negativo
Leopoldo te acompanho há tempos e caramba, como vc faz bem o papel do vilão 😈! Parabéns e muito mais sucesso! ;positivo
LEVA A MIRIAM E TRAZ O VITOR!!! 😖 ;negativo
Leva um Oscar pra esse senhor no ;positivo
Ligadinha no @masterchefbr ;neutro
Ligo a TV pra me deparar com a Ana Maria vestida com pijama de unicórnio. 😂😍 ;positivo
Liguei a TV agora. Vou assistir o  pra ver meu gato e depois faço live. =p;positivo
Lima Duarte, o mito! ;positivo
Linda Carol Duarte ;positivo
Linda entrevista do queridíssimo @benebarbosa_mvb ao . De forma fácil, direta e c/ humor destruiu as falácias dos desarmamentistas!;positivo
Linda Fatima teve 3 filhos e nem parece # amo ;positivo
Linda homenagem da Ana Maria a nossa querida HEBE. ;positivo
Linda sequência entre Nelson Xavier e Deborah Secco em #AFavorita! ;positivo
Linda, linda ,linda Ana Luiza ;positivo
lindas  essas  flores  ;positivo
Lindas #vidinhas 💕😍❤️ #MaiaraeMaraisaNoBial  @MaiaraeMaraisa @conversacbial;neutro
Lindo  como eu amo esse pograma;positivo
Lindo demais as cenas do Serginho com a mãe, sempre presente. Maravilhoso!! ;positivo
Lindo ensaio da Rafa Brites e seu filhote! ;positivo
Lindos como sempre amo tudo ;positivo
Lindos os filhos desse casal😉 ;positivo
Literalmente pamela velha é que faz comida boa. Não é atoa que eu faço sucesso kkk ;neutro
Logo após  tem @KarynBravo no comando do #SBTNotícias! #NãoPercam #RT?!;neutro
Logo hoje que não assisti  o @MChefDouglas  sai :( ainda bem que não vi!;negativo
Looks maravilhosos no ;positivo
Low carb só ia dar o escondidinho de frango com creme de couve-flor  #MasterChef;neutro
Lu arrasa nos looks vai ganhar obviamente! #ChataDeGalocha  #TeamLu;positivo
Lua Blanco e Marcos &amp Belutti no  de amanhã 😍💗;positivo
Lua Blanco maravilhosa no  😍😍👏👏👏;positivo
Lua está demaisecendo filha da Fátima #LuaBlancoNoEncontro ;neutro
Luís Felipe tem 16 anos.... GENTE PARECE TER 20 ;negativo
Lucero arregaça a boca pra sorrir 😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ;positivo
Lucero eu tô tremendo Lucero ;neutro
Lucy Ramos é maravilhosa demais! ;positivo
Lulapaluza kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk essa foi boa ;neutro
lulapolloza shashahsahs ;neutro
LUTADORES NAO ME TOMBEM NAO VOTEM NO AZUL ;negativo
Luto pela saída do Victor B do  😭;negativo
Mônica  😍😍😍;positivo
Mônica é mãe da @BocaRosaBlog kkkkkk todo mundo já sabe  #édecasa;neutro
Mãe quando está demaisvida quer comer o que? Tijolo! Kaksjsjsksksksmsm ;neutro
Machistas não passaram ;negativo
Machistas NÃO PASSARAM! ;neutro
Macho escroto detectado. ;negativo
Madrugada assistindo  para não perder o habito #Maiara_e_MaraisaNoBial ;neutro
Maiara é fodaaaaaaa ela  😂😂😂😂 @MaiaraeMaraisa #MaiaraeMaraisaNoBial ;positivo
Maiara é muito maraaa gente ;positivo
Maiara deixa meu bolinho falar também está demaisa ;negativo
Maiara e Maraísa no  ??? Humhum !!! Vou de @NetFlixBrasil certamente !!!;negativo
Maiara e Maraísa no  vamos curtir um modao @PBiaL ?;positivo
Maiara e Maraísa no , essas duas são demais! 💙;positivo
Maiara e Maraisa ❤️ ;positivo
Maiara e Maraisa ❤️ ;positivo
Maiara e Maraisa cada vez mais admiro essas artistas incríveis !  melhor entrevista !;positivo
maiara e maraisa são ótimas hahahaha ;positivo
Maiara e Maraisa são maravilhosas tmb. O sertanejo feminino pisa muito né? ;positivo
Maiara e Maraisa são mto amorzinhos ne!! Ahahah adoro demaissss ;positivo
Maiara e maraisa só tem hino meu ;neutro
Mainha fez uma sardinha fresca hoje que nossa troféu  pra ela!!! Ainda está demaisheiro aqui;positivo
Mais de 2horas dps e eu ainda to sem chão  sem acreditar que o vitor b saiu ;negativo
"Mais importante é assistir o vídeo ""Chamaram-me Negra""! ";neutro
Mais legal que o unicórnio é a paçoca detonando a pantufa da Ana Maria kkkkk ;positivo
Mais todo mundo está demaisrando hoje ;neutro
Mais um pouco saia um cala boca branquela ??? ;negativo
Mais uma terça com #prisonbreak e  ao mesmo tempo! 💔 pelo menos quando acaba pb ainda da tempo de ver o resto de masterchef!;neutro
Mais uma vez, em um dia comum de programa Ana Maria  vai virar meme. ;negativo
Mal começou a prévia do MasterChef e eu já tô catando coisa pra comer ;positivo
Maluco q sad. O Douglas foi eliminado. Acho q vou dormir em lagrimas. ;negativo
maluco teve 20 minutos ali pra agilizar e foi fazer outro prato ta certinho mesmo ;positivo
MALUCO! Uma coisa que eu não tenho coragem é esse lance de parto normal/humanizado 🤦🏼‍♀️ ;negativo
Maluma , o homem lindo mdssss 😍 ;positivo
Maluma é bom demais pra encerrar o  cantando? Não entendi essa agora, 🙄😅;negativo
Maluma é colombiano fala espanhol e ta dando entrevista em inglês como se fizesse diferença pra gente aqui no BR q fala português ;negativo
Maluma de óculos estilo nerd consegue ficar mais gostoso ;positivo
Maluma PRÍNCIPE no ;positivo
Maluma sem barba no ;neutro
Maluma está demais, posso nem ver que ...;neutro
Maluma tava fazendo uma cara de cu pra Juliana ;negativo
Maluma tudo de bom ... 😍😍;positivo
MALUMAAAA ENTROU EM CONTATO COM A SELENA SE EU TÔ MORRENDO ??? EU TÔ GRITANDOOOO #MalumaNoTheNoite  @sitemalumabr;positivo
Mamãe Teresa 😭 ;neutro
Mamão nessa idade não eh bom não 😂😂😂😂😂😂😂😂😂😂😂  #MestreMandou;neutro
MANA DO CEU! que saída lacradora da porra foi essa do  @MChefDouglas  1 bee a menos no programa /3;negativo
Manda um Oi pra mim @otacosta  e @Lopesjoca ;neutro
Manda uma mandinga dessas pra mim ;positivo
"Manda ver  ""FLOR DA PELE"".  Nando Reis ";neutro
Maneiro esse programa do Pedro Bial, entrevista com Santoro;positivo
Maneiro o  de hj com o Carlos Alberto no cenário da A praça é nossa.. 👏👏;positivo
Mano @MaiaraeMaraisa são tão nenens kkk da até vontade de casar kkkk fiquei acordado até tarde p ver ;positivo
Mano é daqui a pouco, é daqui a pouco que eu morro. 😂😭❤️;positivo
Mano do céu não acredito que perdi Charlie Hunnam no ;negativo
Mano do céu.Que barra @MChefVitorB =|;negativo
mano Maiara KKKKKKKKKKK ;neutro
Mano o Matheus Ceará foi o Melhor, na Moral Ri Demais kkkkkkkk @matheus_ceara @segueotorto Danilo @LeoLins @murilocouto;positivo
Mano o povo está falando: Eu já falei vou repetir...O que eu entendo :Eu já falei vou repetir é a Lucero que manda aqui ;neutro
Mano Porquep que mistério tem essa tag que não desce nunca ;negativo
Mano que nervoso!! Todo mundo olhando ele cozinhar agora meu dellsss ;negativo
Mano to dormimdo pra caramba na faculdade. Preciso ir embora dormir. Nunca mais vejo  acaba muito tarde;negativo
Mano, esses caras q só Porque malham se acham lindo tenho pena. Porque as definições de beleza e elegância moram em Rodrigo Santoro ;negativo
Mano, o Charlie Hunnam vai estar hoje com o Danilo no . Vai ser épico, dois dos brancos que eu sou fã. #JaxTellernothenoite;positivo
Mano, o filho do serginho é mto fofooooo ;positivo
Mano, o Pedro Bial abre a boca pra fazer uma pergunta boa, e 10 baboseiras ;negativo
MANO, VOU CHORAR ;negativo
Manooo não é possivel  ;negativo
Manoooo eu já tô passando mal;negativo
Mapa astral de cu é rola. ;negativo
Mapa Astral para mim só serve para chegar nas 12 Casas dos Cavaleiros de Ouro. ;neutro
Maragogi é um paraíso!!! ;positivo
Maraisaaaa ah está demaiskkkkk @MaiaraeMaraisa  te amo linda #MaiaraeMaraisaNoBial ;positivo
Marília Mendonça no ratinho povo💛 @pgm_ratinho #MafiaSDVaqueleDiaQ  #CrushsNoMTVHits #ManuNaMix;positivo
Maravilha acabar um programa tao bom desses e no finalzinho ouvir Ultraje 💜;positivo
Maravilhosa!! @sophiaabrahao  ❤ 📺;positivo
Marcela Monteiro sempre muito bem acompanhada, hoje com a gata Paolla Oliveira! ;positivo
MARCELINHAAAAAAAAAAAAAAAAAAAAAAAA  #sophianovídeoshowaovivo;neutro
Marcelo kkkkkkkkkkk ;neutro
Marco Luque é tipo de pessoa que apresenta o seminário e ninguém entende.;negativo
Marcos é o Melhor kkkkkkkkkkkkkk ;positivo
Marcos palhaço  😉;neutro
Mari Palma é a gril crush de todos. ;positivo
Mírian seu maior erro ... Soberba... #MasterChef ;negativo
Mariana Xavier, tu é destruidora mesmo, heim?!  ;positivo
Marido foi fazer xixi kakakakak mudei de canal#CaixinhadeMúsicaDvdVanessaDaMata #VanessadaMata ;neutro
Mas a cliente está demaisa cagada de spray hahahahahaha ;negativo
mas é linda essa sandy né ;positivo
Mas acho que agora quem trabalhar com ela já sabe. Isola ela nun canto e só o Leonardo pode falar algo. ;neutro
mas Douglas é tão good vibes, alegre e fofo só tem coisas boas esperando por ele ne ;positivo
Mas eles parecem irmãos 😐;negativo
Mas essa menina ainda to sofrendo com essa massa? ;negativo
Mas eu me mordo de ciuuuuuuumeees;neutro
Mas eu vivi pra ver 3 Impeachment e a Ana Maria Braga vestida de unicórnio na tv. ;neutro
Mas gente, Danilo joga Minecraft?🤔Vou procurar esse canal, quem sabe aprendo alguma coisa ;neutro
Mas ja?? Poxa :(;negativo
mas nem com a Mirian chorando eu nao consigo ter dó. pra mim é tudo pra sentir dózinha dela. me poupe querida. ;negativo
Mas o  é melhor!;positivo
Mas o professor falou a real, nem tudo é preconceito, porem ele existe! ;neutro
Mas que gay despeitada do caralho essa Leonardo affffff ;negativo
Mas que porra é essa no  ?Abriram o guia politicamente incorreto da história e transformaram em quadros?;negativo
